number,name_full,name,suffix,canonization,birth,start,end,age_start,age_end,tenure,Personal Name,Place of Birth,Modern-day country of birth,Comments
101,Gregory IV,Gregory,4,NA,0790-06-30T00:00:00Z,0827-12-20T00:00:00Z,0844-01-25T00:00:00Z,37.4729637234771,53.5715263518138,16.0983606557377,,Rome,Italy,
102,Sergius II,Sergius,2,NA,0790-06-30T00:00:00Z,0844-01-25T00:00:00Z,0847-01-27T00:00:00Z,53.5715263518138,56.5776865160849,3.00547945205479,,Rome,Italy,
103,Leo IV,Leo,4,Saint,0790-06-30T00:00:00Z,0847-04-10T00:00:00Z,0855-07-17T00:00:00Z,56.7775496235455,65.0458590006845,8.26775956284153,,Rome,Italy,
104,Benedict III,Benedict,3,NA,0810-06-30T00:00:00Z,0855-09-29T00:00:00Z,0858-04-17T00:00:00Z,45.2484599589322,47.7973990417522,2.54794520547945,,Rome,Italy,
105,Nicholas I,Nicholas,1,Saint,0800-06-30T00:00:00Z,0858-04-24T00:00:00Z,0867-11-13T00:00:00Z,57.8151950718686,67.3702943189596,9.55464480874317,,Rome,Italy,
106,Adrian II,Adrian,2,NA,0792-06-30T00:00:00Z,0867-12-14T00:00:00Z,0872-12-14T00:00:00Z,75.4551676933607,80.4572210814511,5,,Rome,Italy,
107,John VIII,John,8,NA,0820-06-30T00:00:00Z,0872-12-14T00:00:00Z,0882-12-16T00:00:00Z,52.4572210814511,62.4613278576318,10.0054794520548,,Rome,Italy,First pope to be assassinated. 
108,Marinus I,Marinus,1,NA,0830-06-30T00:00:00Z,0882-12-16T00:00:00Z,0884-05-15T00:00:00Z,52.4626967830253,53.8754277891855,1.41256830601093,,"Gallese, Papal States",Italy,Erroneously also known as Martin II. 
109,Adrian III,Adrian,3,Saint,0830-06-30T00:00:00Z,0884-05-17T00:00:00Z,0885-09-15T00:00:00Z,53.8809034907598,55.211498973306,1.33150684931507,,Rome,Italy,Adrian I was possibly his ancestor. 
110,Stephen V,Stephen,5,Saint,0840-06-30T00:00:00Z,0885-09-14T00:00:00Z,0891-09-04T00:00:00Z,45.2073921971253,51.1786447638604,5.97260273972603,,Rome,Italy,
111,Formosus,Formosus,1,NA,0805-06-30T00:00:00Z,0891-10-06T00:00:00Z,0896-04-04T00:00:00Z,86.2669404517454,90.7624914442163,4.49453551912568,,"Ostia, Papal States",Italy,In early 897 posthumously executed following the Cadaver Synod. His body was reburied with full Christian honours in 897. 
112,Boniface VI,Boniface,6,NA,0806-06-30T00:00:00Z,0896-04-11T00:00:00Z,0896-04-26T00:00:00Z,89.782340862423,89.82340862423,0.0410958904109589,,Rome,Italy,
113,Stephen VI,Stephen,6,Saint,0850-06-30T00:00:00Z,0896-05-22T00:00:00Z,0897-08-14T00:00:00Z,45.8945927446954,47.1238877481177,1.23013698630137,,Rome,Italy,Held the infamous Cadaver Synod. 
114,Romanus,Romanus,1,NA,0850-06-30T00:00:00Z,0897-08-14T00:00:00Z,0897-11-01T00:00:00Z,47.1238877481177,47.3401779603012,0.216438356164384,,"Gallese, Papal States",Italy,
115,Theodore II,Theodore,2,NA,0840-06-30T00:00:00Z,0897-12-01T00:00:00Z,0897-12-20T00:00:00Z,57.4209445585216,57.4729637234771,0.0520547945205479,,Rome,Italy,
116,John IX,John,9,NA,0840-06-30T00:00:00Z,0898-01-18T00:00:00Z,0900-01-05T00:00:00Z,57.5523613963039,59.5154004106776,1.96438356164384,,Tivoli,Italy,
117,Benedict IV,Benedict,4,NA,0840-06-30T00:00:00Z,0900-02-01T00:00:00Z,0903-07-30T00:00:00Z,59.5893223819302,63.0773442847365,3.49041095890411,,Rome,Italy,
118,Leo V,Leo,5,NA,0845-06-30T00:00:00Z,0903-07-30T00:00:00Z,0903-12-01T00:00:00Z,58.0780287474333,58.4175222450376,0.33879781420765,,Ardea,Italy,Deposed and murdered. 
119,Sergius III,Sergius,3,NA,0860-06-30T00:00:00Z,0904-01-29T00:00:00Z,0911-04-14T00:00:00Z,43.5783709787817,50.7843942505133,7.2054794520548,,Rome,Italy,"""Saeculum obscurum"" begins. The first pope to be depicted with the Papal Tiara. "
120,Anastasius III,Anastasius,3,NA,0865-06-30T00:00:00Z,0911-04-14T00:00:00Z,0913-06-01T00:00:00Z,45.7850787132101,47.917864476386,2.13150684931507,,Rome,Italy,
121,Lando,Lando,1,NA,0865-06-30T00:00:00Z,0913-07-07T00:00:00Z,0914-02-05T00:00:00Z,48.0164271047228,48.5995893223819,0.583561643835617,,"Sabina, Papal States",Italy,Last to use a new and non-composed regnal name until Francis (2013-) 
122,John X,John,10,NA,0860-06-30T00:00:00Z,0914-03-01T00:00:00Z,0928-05-28T00:00:00Z,53.6646132785763,67.9069130732375,14.241095890411,,"Tossignano, Papal States",Italy,
123,Leo VI,Leo,6,NA,0880-06-30T00:00:00Z,0928-05-28T00:00:00Z,0928-12-01T00:00:00Z,47.9069130732375,48.4188911704312,0.512328767123288,,Rome,Italy,
124,Stephen VII,Stephen,7,Saint,0880-06-30T00:00:00Z,0929-02-03T00:00:00Z,0931-02-13T00:00:00Z,48.5941136208077,50.6201232032854,2.02739726027397,,Rome,Italy,
125,John XI,John,11,NA,0910-06-30T00:00:00Z,0931-03-15T00:00:00Z,0935-12-01T00:00:00Z,20.7063655030801,25.4209445585216,4.71311475409836,,Rome,Italy,"Probably, according to the Liber Pontificalis and Liutprand of Cremona, the son of Pope Sergius III, and not of Alberic I of Spoleto, who was Marozia's husband. "
126,Leo VII,Leo,7,NA,0885-06-30T00:00:00Z,0936-01-03T00:00:00Z,0939-07-13T00:00:00Z,50.507871321013,54.031485284052,3.52328767123288,,Rome,Italy,
127,Stephen VIII,Stephen,8,Saint,0900-06-30T00:00:00Z,0939-07-14T00:00:00Z,0942-10-30T00:00:00Z,39.0362765229295,42.3326488706366,3.2958904109589,,Rome,Italy,
128,Marinus II,Marinus,2,NA,0900-06-30T00:00:00Z,0942-10-30T00:00:00Z,0946-05-01T00:00:00Z,42.3326488706366,45.8343600273785,3.5013698630137,,Rome,Italy,Erroneously also known as Martin III. 
129,Agapetus II,Agapetus,2,NA,0905-06-30T00:00:00Z,0946-05-10T00:00:00Z,0955-11-08T00:00:00Z,40.8596851471595,50.3572895277207,9.49726775956284,,Rome,Italy,
130,John XII,John,12,NA,0930-06-30T00:00:00Z,0955-12-16T00:00:00Z,0963-12-06T00:00:00Z,25.4620123203285,33.4346338124572,7.97260273972603,Octavian,Rome,Italy,"Third pope not to use his personal name (Octavian). Deposed in 963 by Emperor Otto invalidly; end of the ""Saeculum obscurum"". "
130,John XII,John,12,NA,0937-06-30T00:00:00Z,0964-02-26T00:00:00Z,0964-05-14T00:00:00Z,26.6584531143053,26.8720054757016,0.213114754098361,Octavian,Rome,Italy,Possibly murdered in 964. 
131,Benedict V,Benedict,5,NA,0915-06-30T00:00:00Z,0964-05-22T00:00:00Z,0964-06-23T00:00:00Z,48.8952772073922,48.9828884325804,0.0876712328767123,,Rome,Italy,"Elected by the people of Rome, in opposition to Leo VIII who was appointed by Emperor Otto; he accepted his own deposition in 964 leaving Leo VIII as the sole pope. "
132,Leo VIII,Leo,8,NA,0915-06-30T00:00:00Z,0964-06-23T00:00:00Z,0965-03-01T00:00:00Z,48.9828884325804,49.6700889801506,0.687671232876712,,Rome,Italy,His pontificate from 963 to 964 is considered illegitimate by today's Catholic Church
133,John XIII,John,13,NA,0930-06-30T00:00:00Z,0965-10-01T00:00:00Z,0972-09-06T00:00:00Z,35.2553045859001,42.1875427789186,6.93169398907104,,Rome,Italy,"Chronicled after his death as ""the Good"". "
134,Benedict VI,Benedict,6,NA,0925-06-30T00:00:00Z,0973-01-19T00:00:00Z,0974-06-08T00:00:00Z,47.5564681724846,48.9390828199863,1.38356164383562,,Rome,Italy,Deposed and murdered. 
135,Benedict VII,Benedict,7,NA,0930-06-30T00:00:00Z,0974-10-01T00:00:00Z,0983-07-10T00:00:00Z,44.2546201232033,53.0266940451745,8.77260273972603,,Rome,Italy,
136,John XIV,John,14,NA,0940-06-30T00:00:00Z,0983-12-01T00:00:00Z,0984-08-20T00:00:00Z,43.419575633128,44.1396303901437,0.718579234972678,Pietro Canepanova,Pavia,Italy,Fourth pope not to use his personal name.
137,John XV,John,15,NA,0950-06-30T00:00:00Z,0985-08-20T00:00:00Z,0996-04-01T00:00:00Z,35.1403148528405,45.7549623545517,10.6147540983607, ,Rome,Italy,The first pope to formally canonize a saint. 
138,Gregory V,Gregory,5,NA,0972-06-30T00:00:00Z,0996-05-03T00:00:00Z,0999-02-18T00:00:00Z,23.8412046543463,26.6365503080082,2.7972602739726,Bruno of Carinthia,"Germany, Holy Roman Empire",Austria,"the first official German pope and fifth not to use his personal name (Bruno). Henceforth, this decision became tradition among future popes. "
139,Sylvester II,Sylvester,2,NA,0940-06-30T00:00:00Z,0999-04-02T00:00:00Z,1003-05-12T00:00:00Z,58.7542778918549,62.861054072553,4.10928961748634,Gerbert d'Aurillac,Belliac or Auvergne in France,France,the first French (Occitan) pope. He is said to be the first in Christian Europe (outside of Al-Andalus) to introduce the decimal numeral system using the Hindu-Arabic numeral system. 
140,John XVII,John,17,NA,0955-06-30T00:00:00Z,1003-05-16T00:00:00Z,1003-11-06T00:00:00Z,47.8740588637919,48.3504449007529,0.475409836065574,Giovanni Sicco ,"Rome, Papal States",Italy,
141,John XVIII,John,18,NA,0965-06-30T00:00:00Z,1003-12-25T00:00:00Z,1009-07-18T00:00:00Z,38.4832306639288,44.0465434633813,5.56164383561644,Giovanni Fasano,"Rapagnano, Papal States",Italy,First pope born after the Papal States became a state of the Holy Roman Empire in 962.
142,Sergius IV,Sergius,4,NA,0970-06-30T00:00:00Z,1009-07-31T00:00:00Z,1012-05-12T00:00:00Z,39.0828199863107,41.864476386037,2.78142076502732,Pietro Martino Boccadiporco,"Rome, Papal States, Holy Roman Empire",Italy,
143,Benedict VIII,Benedict,8,NA,0980-06-30T00:00:00Z,1012-05-18T00:00:00Z,1024-04-09T00:00:00Z,31.8795345653662,43.772758384668,11.8934426229508,"Theophylactus II, Conti di Tusculum","Rome, Papal States, Holy Roman Empire",Italy,Brother of John XIX
144,John XIX,John,19,NA,0975-06-30T00:00:00Z,1024-05-14T00:00:00Z,1032-10-06T00:00:00Z,48.870636550308,57.2676249144422,8.3972602739726,"Romanus, Conti di Tusculum","Rome, Papal States, Holy Roman Empire",Italy,Brother of Benedict VIII. 
145,Benedict IX,Benedict,9,NA,NA,1032-10-21T00:00:00Z,1044-12-31T00:00:00Z,NA,NA,12.1945205479452,"Theophylactus III, Conti di Tusculum","Rome, Papal States, Holy Roman Empire",Italy,first term. 
146,Sylvester III,Sylvester,3,NA,1000-06-30T00:00:00Z,1045-01-13T00:00:00Z,1045-03-10T00:00:00Z,44.539356605065,44.6926762491444,0.153424657534247,Giovanni dei Crescenzi Ottaviani ,"Rome, Papal States, Holy Roman Empire",Italy,Validity of election questioned; considered antipope; deposed at the Council of Sutri. 
147,Benedict IX,Benedict,9,NA,NA,1045-03-10T00:00:00Z,1045-05-01T00:00:00Z,NA,NA,0.142465753424658,"Theophylactus III, Conti di Tusculum","Rome, Papal States, Holy Roman Empire",Italy,Second term; deposed at the Council of Sutri. 
148,Gregory VI,Gregory,6,NA,1000-06-30T00:00:00Z,1045-05-05T00:00:00Z,1046-12-20T00:00:00Z,44.8459958932238,46.4722792607803,1.62739726027397,Giovanni Graziano Pierleoni,"Rome, Papal States, Holy Roman Empire",Italy,Deposed at the Council of Sutri. 
149,Clement II,Clement,2,NA,0967-06-30T00:00:00Z,1046-12-24T00:00:00Z,1047-10-09T00:00:00Z,79.482546201232,80.2737850787132,0.791780821917808,Suidger von Morsleben-Hornburg ,"Hornburg, Duchy of Saxony, Holy Roman Empire",Germany,
150,Benedict IX,Benedict,9,NA,1012-06-30T00:00:00Z,1047-11-08T00:00:00Z,1048-07-17T00:00:00Z,35.356605065024,36.0465434633813,0.688524590163934,"Theophylactus III, Conti di Tusculum","Rome, Papal States, Holy Roman Empire",Italy,Third term; deposed and excommunicated. 
151,Damasus II,Damasus,2,NA,1000-06-30T00:00:00Z,1048-07-17T00:00:00Z,1048-08-09T00:00:00Z,48.0465434633813,48.1095140314853,0.063013698630137,Poppo de Curagnoni ,"Pildenau, Duchy of Bavaria, Holy Roman Empire",Germany,
152,Leo IX,Leo,9,Saint,1002-07-21T00:00:00Z,1049-02-12T00:00:00Z,1054-04-19T00:00:00Z,46.5653661875428,51.7453798767967,5.18082191780822,Bruno von Egisheim-Dagsburg,"Eguisheim, Swabia, Holy Roman Empire",France,
153,Victor II,Victor,2,NA,1018-06-30T00:00:00Z,1055-04-13T00:00:00Z,1057-07-28T00:00:00Z,36.7857631759069,39.0773442847365,2.29041095890411,Gebhard II von Calw-Dollnstein-Hirschberg,"Kingdom of Germany, Holy Roman Empire",Germany,
154,Stephen IX,Stephen,9,Saint,1020-06-30T00:00:00Z,1057-08-02T00:00:00Z,1058-03-29T00:00:00Z,37.0896646132786,37.7440109514032,0.654794520547945,Frederic de Lorraine,"Duchy of Lorraine, Holy Roman Empire",France,
155,Nicholas II,Nicholas,2,NA,0980-06-30T00:00:00Z,1058-12-06T00:00:00Z,1061-07-27T00:00:00Z,78.4312114989733,81.0704996577687,2.63835616438356,Gerald de Bourgogne,"Chateau de Chevron, Kingdom of Arles",France,
156,Alexander II,Alexander,2,NA,1018-06-30T00:00:00Z,1061-09-30T00:00:00Z,1073-04-21T00:00:00Z,43.2525667351129,54.8090349075975,11.5561643835616,Anselmo da Baggio,"Milan, Italy, Holy Roman Empire",Italy,
157,Gregory VII,Gregory,7,Saint,1015-06-30T00:00:00Z,1073-04-22T00:00:00Z,1085-05-25T00:00:00Z,57.8124572210815,69.9028062970568,12.0904109589041,Ildebrando Aldobrandeschi di Soana,"Sovana, Italy, Holy Roman Empire",Italy,
158,Victor III,Victor,3,Blessed,1026-06-30T00:00:00Z,1086-05-24T00:00:00Z,1087-09-16T00:00:00Z,59.8986995208761,61.2128678986995,1.31420765027322,"Dauferio Epifani Del Zotto (Desiderio, Desiderius, Dauferius )","Benevento, Duchy of Benevento",Italy,
159,Urban II,Urban,2,Blessed,1042-06-30T00:00:00Z,1088-03-12T00:00:00Z,1099-07-29T00:00:00Z,45.700205338809,57.0787132101301,11.3808219178082,Odon de Lagery,"Lagery, County of Champagne, France",France,
160,Paschal II,Paschal,2,NA,1050-06-30T00:00:00Z,1099-08-13T00:00:00Z,1118-01-21T00:00:00Z,49.119780971937,67.5592060232717,18.441095890411,Rainero Ranieri,"Bleda, Papal States, Holy Roman Empire",Italy,
161,Gelasius II,Gelasius,2,NA,1061-06-30T00:00:00Z,1118-01-24T00:00:00Z,1119-01-29T00:00:00Z,56.5667351129363,57.5797399041752,1.01369863013699,Giovanni Caetani,"Gaeta, Principality of Capua",Italy,
162,Callixtus II,Callixtus,2,NA,1060-06-30T00:00:00Z,1119-02-02T00:00:00Z,1124-12-13T00:00:00Z,58.590006844627,64.4517453798768,5.86065573770492,"Guido, Comte de Bourgogne","Quingey, County of Burgundy, Holy Roman Empire",France,of French ethnicity. 
163,Honorius II,Honorius,2,NA,1060-02-09T00:00:00Z,1124-12-21T00:00:00Z,1130-02-13T00:00:00Z,64.8624229979466,70.009582477755,5.14794520547945,Lamberto Scannabecchi da Fiagnano,"Fiagnano, Papal States, Holy Roman Empire",Italy,
164,Innocent II,Innocent,2,NA,1082-06-30T00:00:00Z,1130-02-14T00:00:00Z,1143-09-24T00:00:00Z,47.6249144421629,61.2320328542094,13.6082191780822,Gregorio Papareschi,"Rome, Papal States, Holy Roman Empire",Italy,
165,Celestine II,Celestine,2,NA,1085-06-30T00:00:00Z,1143-09-26T00:00:00Z,1144-03-08T00:00:00Z,58.2368240930869,58.6858316221766,0.448087431693989,Guido Guelfuccio de Castello ,"Citta di Castello, Papal States, Holy Roman Empire",Italy,
166,Lucius II,Lucius,2,NA,1079-06-30T00:00:00Z,1144-03-12T00:00:00Z,1145-02-15T00:00:00Z,64.6981519507187,65.6290212183436,0.931506849315068,Gherardo Caccianemici dall'Orso,"Bologna, Papal States, Holy Roman Empire",Italy,
167,Eugene III,Eugene,3,Blessed,1080-06-30T00:00:00Z,1145-02-15T00:00:00Z,1153-07-08T00:00:00Z,64.6269678302533,73.0184804928131,8.39178082191781,Pietro dei Paganelli di Montemagno,"Pisa, Republic of Pisa, Holy Roman Empire",Italy,
168,Anastasius IV,Anastasius,4,NA,1073-06-30T00:00:00Z,1153-07-12T00:00:00Z,1154-12-03T00:00:00Z,80.0301163586585,81.4236824093087,1.39452054794521,Corrado Demetri della Suburra,"Rome, Papal States, Holy Roman Empire",Italy,
169,Adrian IV,Adrian,4,NA,1100-06-30T00:00:00Z,1154-12-04T00:00:00Z,1159-09-01T00:00:00Z,54.4284736481862,59.170431211499,4.74246575342466,Nicholas Breakspear,"Abbots Langley, Hertfordshire, Kingdom of England",United Kingdom,The only English (Anglo-Saxon) pope
170,Alexander III,Alexander,3,NA,1100-06-30T00:00:00Z,1159-09-07T00:00:00Z,1181-08-30T00:00:00Z,59.1868583162218,81.1663244353183,21.9780821917808,Rolando Bandinelli ,"Siena, Italy, Holy Roman Empire",Italy,
171,Lucius III,Lucius,3,NA,1097-06-30T00:00:00Z,1181-09-01T00:00:00Z,1185-11-25T00:00:00Z,84.1697467488022,88.4024640657084,4.23287671232877,Ubaldo Allucignoli,"Lucca, Italy, Holy Roman Empire",Italy,
172,Urban III,Urban,3,NA,1120-06-30T00:00:00Z,1185-11-25T00:00:00Z,1187-10-20T00:00:00Z,65.4045174537988,67.3045859000685,1.9013698630137,Uberto Crivelli,"Cuggiono, Italy, Holy Roman Empire",Italy,
173,Gregory VIII,Gregory,8,NA,1100-06-30T00:00:00Z,1187-10-21T00:00:00Z,1187-12-17T00:00:00Z,87.3073237508556,87.4633812457221,0.155737704918033,Alberto di Morra,"Benevento, Papal States, Holy Roman Empire",Italy,
174,Clement III,Clement,3,NA,1130-06-30T00:00:00Z,1187-12-19T00:00:00Z,1191-03-20T00:00:00Z,57.4702258726899,60.7200547570157,3.24931506849315,Paolo Scolari,"Rome, Papal States, Holy Roman Empire",Italy,
175,Celestine III,Celestine,3,NA,1106-06-30T00:00:00Z,1191-03-30T00:00:00Z,1198-01-08T00:00:00Z,84.7474332648871,91.5263518138262,6.77808219178082,Giacinto Bobone Orsini,"Rome, Papal States, Holy Roman Empire",Italy,
176,Innocent III,Innocent,3,NA,1161-06-30T00:00:00Z,1198-01-08T00:00:00Z,1216-07-16T00:00:00Z,36.5256673511294,55.0444900752909,18.5191256830601,Lothario dei Conti di Segni,"Gavignano, Papal States, Holy Roman Empire",Italy,
177,Honorius III,Honorius,3,NA,1148-06-30T00:00:00Z,1216-07-18T00:00:00Z,1227-03-18T00:00:00Z,68.0492813141684,78.7132101300479,10.6657534246575,Cencio Savelli,"Rome, Papal States, Holy Roman Empire",Italy,
178,Gregory IX,Gregory,9,NA,1145-06-30T00:00:00Z,1227-03-19T00:00:00Z,1241-08-22T00:00:00Z,81.7166324435318,96.145106091718,14.427397260274,Ugolino dei Conti di Segni,"Anagni, Papal States, Holy Roman Empire",Italy,
179,Celestine IV,Celestine,4,NA,1180-06-30T00:00:00Z,1241-10-25T00:00:00Z,1241-11-10T00:00:00Z,61.3196440793977,61.3634496919918,0.0438356164383562,Goffredo Castiglioni,"Milan, Italy, Holy Roman Empire",Italy,Died before coronation. 
180,Innocent IV,Innocent,4,NA,1195-06-30T00:00:00Z,1243-06-25T00:00:00Z,1254-12-07T00:00:00Z,47.9863107460643,59.4387405886379,11.4520547945205,Sinibaldo Fieschi,"Genoa, Republic of Genoa, Holy Roman Empire",Italy,
181,Alexander IV,Alexander,4,NA,1199-06-30T00:00:00Z,1254-12-12T00:00:00Z,1261-05-25T00:00:00Z,55.4524298425736,61.9028062970568,6.44931506849315,Rinaldo dei Conti di Jenne,"Jenne, Papal States, Holy Roman Empire",Italy,First pope born after the Papal States ceased to be a state of the Holy Roman Empire.
182,Urban IV,Urban,4,NA,1195-06-30T00:00:00Z,1261-08-29T00:00:00Z,1264-10-02T00:00:00Z,66.1656399726215,69.2594113620808,3.09315068493151,Jacques Pantaleon,"Troyes, County of Champagne, France",France,
183,Clement IV,Clement,4,NA,1190-11-23T00:00:00Z,1265-02-05T00:00:00Z,1268-11-29T00:00:00Z,74.2039698836413,78.0177960301164,3.81420765027322,Gui Faucoi,"Saint-Gilles, Languedoc, France",France,
184,Gregory X,Gregory,10,Blessed,1210-06-30T00:00:00Z,1271-09-01T00:00:00Z,1276-01-10T00:00:00Z,61.1718001368925,65.5304585900068,4.35792349726776,Tebaldo Visconti,"Piacenza, Italy, Holy Roman Empire",Italy,
185,Innocent V,Innocent,5,Blessed,1224-06-30T00:00:00Z,1276-01-21T00:00:00Z,1276-06-22T00:00:00Z,51.5592060232717,51.9780971937029,0.418032786885246,Pierre de Tarentaise,"County of Savoy, Holy Roman Empire",Italy,of French ethnicity. 
186,Adrian V,Adrian,5,NA,1216-06-30T00:00:00Z,1276-07-11T00:00:00Z,1276-08-18T00:00:00Z,60.0301163586585,60.1341546885695,0.104109589041096,Ottobuono Fieschi,"Genoa, Republic of Genoa, Holy Roman Empire",Italy,
187,John XXI,John,21,NA,1215-06-30T00:00:00Z,1276-09-08T00:00:00Z,1277-05-20T00:00:00Z,61.1937029431896,61.8891170431211,0.695890410958904,Pedro Julião (a.k.a. Petrus Hispanus and Pedro Hispano) ,"Lisbon, Portugal",Portugal,"Due to a confusion over the numbering of popes named John in the 13th century, the ordinal XX was skipped. "
188,Nicholas III,Nicholas,3,NA,1216-06-30T00:00:00Z,1277-11-25T00:00:00Z,1280-08-22T00:00:00Z,61.4045174537988,64.145106091718,2.74043715846995,Giovanni Gaetano Orsini,"Rome, Papal States, Holy Roman Empire",Italy,
